segment_id,start_time_sec,end_time_sec,transcription,topic_tag,reading,filename
5,38.666979,44.684319,Wii Fit トレーナが今一瞬ちょっとボタンを押し間違えたんですかねす止まっちゃいましたね,対戦風景,うぃーふぃっととれーながいまいっしゅんちょっとぼたんをおしまちがえたんですかねすとまっちゃいましたね,MF22output_id5_delay0.5.mp4
29,153.217235,159.134878,運が良かったですねハートの器を取ったのがですねやっぱり勝敗を分けましたね,アイテム,うんがよかったですねはーとのうつわをとったのがですねやっぱりしょーはいをわけましたね,MM4output_id29_delay0.75.mp4
8,29.679552,36.408392,さゲッコウガ回復回復してますね回復出しましたはい,対戦風景,さげっこーがかいふくかいふくしてますねかいふくだしましたはい,FF2output_id8_delay0.75.mp4
9,56.173278,58.775901,ジョイメカファイトのスカポンですか,アイテム,じょいめかふぁいとのすかぽんですか,MM2output_id9_delay1.0.mp4
12,46.728309,52.363235,ドンキーコングが手堅い動きに動きをしてダメージを稼いで行きますこれは,対戦風景,どんきーこんぐがてがたいうごきにうごきをしてだめーじをかせいでいきますこれわ,MM4output_id12_delay1.0.mp4
20,101.359798,106.112748,車にひかれてしまったカートに引かれて撃墜されてしまいましたね,対戦風景,くるまにひかれてしまったかーとにひかれてげきついされてしまいましたね,MF13output_id20_delay1.25.mp4
18,133.647015,139.811288,ってなるとクラウドが今101%でいつスマッシュとかが当たってバーストしてしまってもおかしくないので,対戦風景,ってなるとくらうどがいまひゃくいちぱーせんとでいつすまっしゅとかがあたってばーすとしてしまってもおかしくないので,MF23output_id18_delay1.25.mp4
23,154.328093,155.855051,おっとも時間がないですよ,対戦風景,おっともじかんがないですよ,MF21output_id23_delay1.5.mp4
18,106.80632,111.026913,空中で無敵時間を使って相手の技をすり抜けることはできるんですがその後,ファイター,くーちゅーでむてきじかんをつかってあいてのわざをすりぬけることわできるんですがそのあと,MF14output_id18_delay1.5.mp4
7,25.651726,29.316258,隙が少ないピカチュウはねジャンプ攻撃の放電も結構強いです,ファイター,すきがすくないぴかちゅーわねじゃんぷこーげきのほーでんもけっこーつよいです,FF2output_id7_delay1.75.mp4
5,26.309316,28.152196,おっとここでブーメランを取りましたね,アイテム,おっとここでぶーめらんをとりましたね,MF21output_id5_delay1.75.mp4
16,88.137323,93.00225,さ延髄斬りが横スマッシュの延髄斬りがヒットしたところで,対戦風景,さえんずいぎりがよこすまっしゅのえんずいぎりがひっとしたところで,MM3output_id16_delay-1.5.mp4
22,123.078048,126.789635,スクロールに追いつけないリンクがここで撃墜されてしまいました,対戦風景,すくろーるにおいつけないりんくがここでげきついされてしまいました,MF12output_id22_delay-1.5.mp4
14,80.797543,83.781543,ボンバー気をつけてくださいこれ使う時に危ないです危なあ,アイテム,ぼんばーきをつけてくださいこれつかうときにあぶないですあぶなあ,MM2output_id14_delay-1.25.mp4
29,150.544968,153.799764,使わない使わない方式最後の切り札を,対戦風景,つかわないつかわないほーしきさいごのきりふだを,FF4output_id29_delay-1.25.mp4
25,124.941596,129.696011,これはどうですかねゲッコウガがおしてますかねこの試合は,対戦風景,これわどーですかねげっこーががおしてますかねこのしあいわ,FF2output_id25_delay-1.0.mp4
21,115.985157,122.040873,さあジェネシスのアイテムがステージに落ちています,アイテム,さーじぇねしすのあいてむがすてーじにおちています,MM1output_id21_delay-1.0.mp4
24,165.862311,169.145793,そうですねピットの方の戦い方が非常に良かったですね,対戦結果,そーですねぴっとのかたのたたかいかたがひじょーによかったですね,MF23output_id24_delay-0.75.mp4
23,121.075162,124.108295,ここから二人どちらが先に撃墜するのか,対戦風景,ここからふたりどちらがさきにげきついするのか,MF13output_id23_delay-0.75.mp4
18,133.647015,139.811288,ってなるとクラウドが今101%でいつスマッシュとかが当たってバーストしてしまってもおかしくないので,対戦風景,ってなるとくらうどがいまひゃくいちぱーせんとでいつすまっしゅとかがあたってばーすとしてしまってもおかしくないので,MF23output_id18_delay-0.5.mp4
14,80.797543,83.781543,ボンバー気をつけてくださいこれ使う時に危ないです危なあ,アイテム,ぼんばーきをつけてくださいこれつかうときにあぶないですあぶなあ,MM2output_id14_delay-0.5.mp4
9,69.572649,75.349719,ここで距離を詰められずにどうやって牽制できるかっていうのがピットの上手い戦い方になると思いますね,ファイター,ここできょりをつめられずにどーやってけんせーできるかってゆーのがぴっとのうまいたたかいかたになるとおもいますね,MF23output_id9_delay0.0.mp4
4,25.787766,29.943825,2 P の方がですねマリオを使っていますね,ファイター,つーぴーのほーがですねまりおをつかっていますね,MF11output_id4_delay0.0.mp4
14,99.664974,107.197792,Wii Fit トレーナーが結構こういった剣みたいなまこれの前はファイヤーバーですけど取っていくってのは結構実は大事なことで,アイテム,うぃーふぃっととれーなーがけっこーこーいったけんみたいなまこれのまえわふぁいやーばーですけどとっていくってのわけっこーじつわだいじなことで,MF22output_id14_delay0.5.mp4
26,173.250146,183.224497,でちゃんとアイテムを活かしつつクラウドにやっぱり剣であまり攻撃されないようにちゃんと距離を取りながら相手を牽制するっていう戦い方が上手く出来ていましたし,対戦風景,でちゃんとあいてむをいかしつつくらうどにやっぱりけんであまりこーげきされないよーにちゃんときょりをとりながらあいてをけんせーするってゆーたたかいかたがうまくできていましたし,MF23output_id26_delay0.5.mp4
36,143.193196,146.08666,デイジー逆転したかなこれは撃墜しましたね,対戦風景,でいじーぎゃくてんしたかなこれわげきついしましたね,FF1output_id36_delay0.75.mp4
35,140.22573,142.763986,降りてくるところを狙ってますねはい,対戦風景,おりてくるところをねらってますねはい,FF1output_id35_delay0.75.mp4
19,102.373748,109.275349,おっと回避も上手く使いながらさあここでサムスが一本取り返しましたが,対戦風景,おっとかいひもうまくつかいながらさーここでさむすがいっぽんとりかえしましたが,MM1output_id19_delay1.0.mp4
27,176.196944,179.900256,近づきすぎたのが結構まずかったですね,対戦結果,ちかづきすぎたのがけっこーまずかったですね,MF21output_id27_delay1.0.mp4
14,58.462421,61.897485,銃で牽制をしていてサムスも逃げ回っているただ,対戦風景,じゅーでけんせーをしていてさむすもにげまわっているただ,MM4output_id14_delay1.25.mp4
6,18.238235,22.539706,一気に30%ダメージを稼いだおおサムスがいいですねサムスは,対戦風景,いっきにさんじゅっぱーせんとだめーじをかせいだおーさむすがいーですねさむすわ,MM4output_id6_delay1.25.mp4
19,85.847987,90.965696,すごいですねはいはいはいだいたいねあの試合時間1分半きったところでだいたいスマッシュボール出てきますねはい,アイテム,すごいですねはいはいはいだいたいねあのしあいじかんいっぷんはんきったところでだいたいすまっしゅぼーるでてきますねはい,FF2output_id19_delay1.5.mp4
19,77.07235,79.721979,これを取るとね最後の切り札といういわゆる超必殺技,アイテム,これをとるとねさいごのきりふだとゆーいわゆるちょーひっさつわざ,FF1output_id19_delay1.5.mp4
14,106.612752,109.172482,デイジーも相当パーセンテージが溜まってるんで当てられれば,対戦風景,でいじーもそーとーぱーせんてーじがたまってるんであてられれば,MF24output_id14_delay1.75.mp4
30,121.902921,124.988789,突進力ありますからただま避けられやすいんでね注意して下さい,ファイター,とっしんりょくありますからただまよけられやすいんでねちゅーいしてください,FF1output_id30_delay1.75.mp4
28,143.211017,149.365282,最後の切り札当てたいところ B ボタン B ボタン普通に B ボタンすればでかいでかいファイアボール出せるんでマリオがんばって,アイテム,さいごのきりふだあてたいところびーぼたんびーぼたんふつーにびーぼたんすればでかいでかいふぁいあぼーるだせるんでまりおがんばって,FF4output_id28_delay-1.5.mp4
4,34.483858,41.726704,もしくは横 B のあ今出ましたね凶斬りなども発生が非常に早いのでここでうまく優位に立てればいいんですけど,ファイター,もしくわよこびーのあいまでましたねきょーぎりなどもはっせーがひじょーにはやいのでここでうまくゆーいにたてればいーんですけど,MF23output_id4_delay-1.5.mp4
14,58.462421,61.897485,銃で牽制をしていてサムスも逃げ回っているただ,対戦風景,じゅーでけんせーをしていてさむすもにげまわっているただ,MM4output_id14_delay-1.25.mp4
6,38.233459,45.957881,もうあれですね圧倒しているような状況ではあるんですけれどもピカチュウもですねスピードを活かして逆転して行きたい所,対戦風景,もーあれですねあっとーしているよーなじょーきょーでわあるんですけれどもぴかちゅーもですねすぴーどをいかしてぎゃくてんしていきたいところ,MM2output_id6_delay-1.25.mp4
5,25.97047,28.610494,ドンキーコングの技は出るのが遅いんですけれども,ファイター,どんきーこんぐのわざわでるのがおそいんですけれども,MF12output_id5_delay-1.0.mp4
27,176.196944,179.900256,近づきすぎたのが結構まずかったですね,対戦結果,ちかづきすぎたのがけっこーまずかったですね,MF21output_id27_delay-1.0.mp4
18,92.911875,101.668745,追撃をですねどんどんどんどん当てていきたいところですねクッパがスマッシュ攻撃を溜めてましたね上スマッシュを,対戦風景,ついげきをですねどんどんどんどんあてていきたいところですねくっぱがすまっしゅこーげきをためてましたねうえすまっしゅを,MM1output_id18_delay-0.75.mp4
10,43.514352,47.560886,でそんなお姫様対決ですけども早くもですねもデイジーが一回撃墜されておりますはい,対戦風景,でそんなおひめさまたいけつですけどもはやくもですねもでいじーがいっかいげきついされておりますはい,FF1output_id10_delay-0.75.mp4
20,136.390721,139.655253,アシストフィギュアはあーピカチュウがやられてしまいましたね,対戦風景,あしすとふぃぎゅあわあーぴかちゅーがやられてしまいましたね,MF21output_id20_delay-0.5.mp4
22,126.219596,132.363936,そしてガオガエンがですねさあここから取り返していきたいところですけれどもさあ,対戦風景,そしてがおがえんがですねさーここからとりかえしていきたいところですけれどもさー,MM3output_id22_delay-0.5.mp4
25,136.225552,142.831879,なかなかいやらしいですねこれは攻撃が結構ね吹っ飛ばし力高いですからあ吹っ飛ばされましたね,対戦風景,なかなかいやらしーですねこれわこーげきがけっこーねふっとばしりょくたかいですからあふっとばされましたね,FF3output_id25_delay0.0.mp4
21,142.000946,147.222965,おっとマリオがついにルイージを撃墜しましたねさあ,対戦風景,おっとまりおがついにるいーじをげきついしましたねさー,MF11output_id21_delay0.0.mp4
4,17.205383,22.357492,さあさあさあさあさあなかなかね今回もあのゲームスピードが速いですから,対戦風景,さーさーさーさーさーなかなかねこんかいもあのげーむすぴーどがはやいですから,MM1output_id4_delay0.5.mp4
24,132.195542,135.787414,さあ最後の切り札空中で回避できない状態に当てて行きました,アイテム,さーさいごのきりふだくーちゅーでかいひできないじょーたいにあてていきました,MM2output_id24_delay0.5.mp4
12,95.92588,101.493292,非常にマリオが立ち回りづらい場所に置いていたのであれは非常にうまい使い方だったなと思いますね,アイテム,ひじょーにまりおがたちまわりづらいばしょにおいていたのであれわひじょーにうまいつかいかただったなとおもいますね,MF24output_id12_delay0.75.mp4
10,50.097911,59.500597,ヘッドバッドを地上で食らうとですね地面にめり込んでしまうんですねそれがダメージが上がれば上がるほどめり込む時間が長くなるので後半で食らうと厳しい技です,ファイター,へっどばっどをちじょーでくらうとですねじめんにめりこんでしまうんですねそれがだめーじがあがればあがるほどめりこむじかんがながくなるのでこーはんでくらうときびしーわざです,MF12output_id10_delay0.75.mp4
1,6.334616,8.958958,今回はクラウド対ピットということで,対戦風景,こんかいわくらうどたいぴっととゆーことで,MF23output_id1_delay1.0.mp4
17,129.573638,132.965537,ただこれでイーブンかな,対戦風景,ただこれでいーぶんかな,MF23output_id17_delay1.0.mp4
6,27.908842,33.916467,おいい試合してますねゼロスーツサムスもスピード活かしクッパもねえ狙いすまして攻撃を当ててますね,対戦風景,おいーしあいしてますねぜろすーつさむすもすぴーどいかしくっぱもねーねらいすましてこーげきをあててますね,MM1output_id6_delay1.25.mp4
33,177.434586,182.431602,やれると良かったなとドンキーコング思ってますけどいい試合でしたドンキーコングとリンク,対戦結果,やれるとよかったなとどんきーこんぐおもってますけどいーしあいでしたどんきーこんぐとりんく,MF12output_id33_delay1.25.mp4
17,114.978203,119.102745,あーレイガンを拾ったのがかえってまずい状態になってしまいましたね,対戦風景,あーれーがんをひろったのがかえってまずいじょーたいになってしまいましたね,MF21output_id17_delay1.5.mp4
13,66.176111,71.832918,結構ねこのステージはあのスクロールしていくのでもたもたしてると撃墜になっちゃうんですよね,対戦風景,けっこーねこのすてーじわあのすくろーるしていくのでもたもたしてるとげきついになっちゃうんですよね,FF4output_id13_delay1.5.mp4
12,79.577343,88.546029,結構アイテム有りだとアイテムを取った時にそれをどういう風に活用していくかっていうので全然戦況は変わってくるので活かしたいところですね,アイテム,けっこーあいてむありだとあいてむをとったときにそれをどーゆーふーにかつよーしていくかってゆーのでぜんぜんせんきょーわかわってくるのでいかしたいところですね,MF21output_id12_delay1.75.mp4
6,27.908842,33.916467,おいい試合してますねゼロスーツサムスもスピード活かしクッパもねえ狙いすまして攻撃を当ててますね,対戦風景,おいーしあいしてますねぜろすーつさむすもすぴーどいかしくっぱもねーねらいすましてこーげきをあててますね,MM1output_id6_delay1.75.mp4
